ID	DS1	DS2	DS3	DS4	DS5	DS6
430	0.342	0.209	0.25	0.086	0.052	0.061	
431	0.49	0.192	0.206	0.058	0.029	0.025	
432	0.244	0.139	0.238	0.105	0.082	0.192	
433	0.985	0.015	0	0	0	0	
434	0.913	0.062	0.02	0.004	0.001	0	
435	0.301	0.194	0.266	0.1	0.059	0.08	
436	0.099	0.093	0.228	0.114	0.136	0.33	
437	0.145	0.13	0.285	0.131	0.103	0.206	
438	0.499	0.248	0.173	0.047	0.02	0.013	
439	0.956	0.035	0.008	0.001	0	0	
440	0.703	0.132	0.107	0.027	0.011	0.02	
441	0.811	0.102	0.072	0.011	0.002	0.002	
442	0.925	0.045	0.028	0.002	0	0	
443	0.4	0.213	0.231	0.072	0.037	0.047	
444	0.098	0.09	0.189	0.117	0.148	0.358	
445	0.159	0.15	0.291	0.144	0.092	0.164	
446	0.404	0.27	0.23	0.073	0.011	0.012	
447	0.949	0.036	0.013	0.002	0	0	
448	0.987	0.012	0.001	0	0	0	
449	0.822	0.101	0.067	0.006	0.003	0.001	
450	0.492	0.217	0.185	0.06	0.022	0.024	
451	0.406	0.225	0.242	0.077	0.03	0.02	
452	0.871	0.087	0.036	0.005	0.001	0	
453	0.967	0.024	0.009	0	0	0	
454	0.742	0.164	0.082	0.01	0.001	0.001	
455	0.228	0.201	0.33	0.108	0.067	0.066	
456	0.57	0.168	0.145	0.064	0.021	0.032	
457	0.712	0.141	0.104	0.027	0.004	0.012	
458	0.414	0.206	0.178	0.065	0.049	0.088	
459	0.509	0.207	0.172	0.058	0.025	0.029	
460	0.972	0.022	0.006	0	0	0	
461	0.978	0.021	0.001	0	0	0	
462	0.498	0.202	0.198	0.056	0.026	0.02	
463	0.987	0.012	0.001	0	0	0	
464	0.988	0.01	0.002	0	0	0	
465	0.998	0.002	0	0	0	0	
466	0.964	0.026	0.008	0.002	0	0	
467	0.361	0.211	0.266	0.074	0.042	0.046	
468	0.984	0.016	0	0	0	0	
469	0.991	0.007	0.002	0	0	0	
470	0.719	0.172	0.087	0.014	0.004	0.004	
471	0.422	0.201	0.178	0.072	0.053	0.074	
472	0.729	0.129	0.096	0.029	0.01	0.007	
473	0.318	0.184	0.261	0.075	0.066	0.096	
474	0.487	0.219	0.197	0.051	0.024	0.022	
475	0.275	0.199	0.243	0.106	0.062	0.115	
476	0.241	0.175	0.291	0.106	0.075	0.112	
477	0.384	0.188	0.212	0.09	0.047	0.079	
478	0.359	0.214	0.232	0.099	0.048	0.048	
479	0.536	0.216	0.169	0.042	0.02	0.017	
480	0.232	0.153	0.249	0.101	0.085	0.18	
481	0.985	0.013	0.002	0	0	0	
482	0.915	0.057	0.024	0.002	0	0.002	
483	0.296	0.19	0.267	0.094	0.064	0.089	
484	0.096	0.097	0.212	0.129	0.116	0.35	
485	0.156	0.131	0.251	0.145	0.117	0.2	
486	0.499	0.231	0.198	0.041	0.015	0.016	
487	0.954	0.038	0.008	0	0	0	
488	0.713	0.126	0.113	0.029	0.011	0.008	
489	0.836	0.09	0.046	0.025	0.002	0.001	
490	0.932	0.044	0.021	0.003	0	0	
491	0.421	0.212	0.228	0.067	0.034	0.038	
492	0.093	0.076	0.197	0.111	0.146	0.377	
493	0.157	0.15	0.294	0.142	0.103	0.154	
494	0.426	0.274	0.205	0.058	0.02	0.017	
495	0.941	0.044	0.012	0.002	0.001	0	
496	0.991	0.009	0	0	0	0	
497	0.835	0.12	0.037	0.005	0.003	0	
498	0.475	0.229	0.204	0.048	0.025	0.019	
499	0.421	0.246	0.224	0.057	0.025	0.027	
500	0.945	0.041	0.013	0.001	0	0	
501	0.976	0.022	0.002	0	0	0	
502	0.795	0.134	0.061	0.006	0.003	0.001	
503	0.255	0.23	0.285	0.116	0.049	0.065	
504	0.59	0.183	0.142	0.042	0.027	0.016	
505	0.715	0.136	0.109	0.021	0.012	0.007	
506	0.389	0.203	0.209	0.071	0.044	0.084	
507	0.488	0.207	0.193	0.053	0.026	0.033	
508	0.984	0.013	0.003	0	0	0	
509	0.989	0.01	0.001	0	0	0	
510	0.486	0.204	0.203	0.052	0.033	0.022	
511	0.98	0.015	0.004	0.001	0	0	
512	0.995	0.005	0	0	0	0	
513	0.999	0.001	0	0	0	0	
514	0.946	0.039	0.014	0.001	0	0	
515	0.391	0.22	0.226	0.082	0.04	0.041	
516	0.988	0.012	0	0	0	0	
517	0.991	0.008	0.001	0	0	0	
518	0.746	0.147	0.087	0.018	0	0.002	
519	0.452	0.193	0.186	0.063	0.036	0.07	
520	0.735	0.14	0.084	0.026	0.008	0.007	
521	0.351	0.188	0.269	0.071	0.046	0.075	
522	0.505	0.23	0.168	0.054	0.029	0.014	
523	0.244	0.199	0.299	0.111	0.057	0.09	
524	0.214	0.187	0.306	0.117	0.075	0.101	
525	0.36	0.184	0.244	0.096	0.054	0.062	
526	0.368	0.22	0.249	0.077	0.039	0.047	
527	0.551	0.2	0.18	0.044	0.011	0.014	
528	0.242	0.153	0.272	0.097	0.093	0.143	
529	0.966	0.03	0.004	0	0	0	
530	0.911	0.056	0.023	0.005	0.004	0.001	
531	0.293	0.187	0.279	0.102	0.052	0.087	
532	0.104	0.092	0.21	0.126	0.161	0.307	
533	0.134	0.118	0.258	0.145	0.125	0.22	
534	0.508	0.206	0.207	0.04	0.022	0.017	
535	0.98	0.014	0.006	0	0	0	
536	0.707	0.138	0.112	0.025	0.011	0.007	
537	0.835	0.095	0.048	0.019	0.002	0.001	
538	0.927	0.042	0.028	0.003	0	0	
539	0.42	0.211	0.221	0.078	0.044	0.026	
540	0.08	0.079	0.201	0.109	0.129	0.402	
541	0.151	0.148	0.293	0.144	0.107	0.157	
542	0.409	0.219	0.242	0.082	0.027	0.021	
543	0.943	0.044	0.012	0.001	0	0	
544	0.99	0.01	0	0	0	0	
545	0.871	0.09	0.035	0.004	0	0	
546	0.499	0.233	0.176	0.06	0.016	0.016	
547	0.468	0.232	0.208	0.056	0.02	0.016	
548	0.942	0.049	0.009	0	0	0	
549	0.992	0.007	0.001	0	0	0	
550	0.808	0.132	0.058	0	0.002	0	
551	0.249	0.214	0.301	0.115	0.052	0.069	
552	0.6	0.175	0.151	0.042	0.017	0.015	
553	0.725	0.133	0.101	0.025	0.009	0.007	
554	0.407	0.158	0.233	0.07	0.05	0.082	
